	0	1
968	0.8166666785875957	[64, 3, 'softmax', 'sigmoid', 'tanh', 'sigmoid']
871	0.8166666785875957	[64, 3, 'softplus', 'tanh', 'softplus', 'softmax']
1563	0.8166666785875957	[128, 3, 'sigmoid', 'softplus', 'tanh', 'softmax']
1227	0.8166666785875957	[64, 5, 'softmax', 'sigmoid', 'tanh', 'softmax']
1225	0.8166666785875957	[64, 5, 'softmax', 'sigmoid', 'tanh', 'softplus']
1	0.8166666785875957	[32, 3, 'sigmoid', 'sigmoid', 'sigmoid', 'softplus']
1115	0.8166666785875957	[64, 5, 'softplus', 'softplus', 'tanh', 'softmax']
1113	0.8166666785875957	[64, 5, 'softplus', 'softplus', 'tanh', 'softplus']
1019	0.8166666785875957	[64, 3, 'softmax', 'softmax', 'tanh', 'softmax']
1017	0.8166666785875957	[64, 3, 'softmax', 'softmax', 'tanh', 'softplus']
1011	0.8166666785875957	[64, 3, 'softmax', 'softmax', 'sigmoid', 'softmax']
1009	0.8166666785875957	[64, 3, 'softmax', 'softmax', 'sigmoid', 'softplus']
991	0.8166666785875957	[64, 3, 'softmax', 'softplus', 'softmax', 'softmax']
267	0.8166666785875957	[32, 5, 'sigmoid', 'sigmoid', 'tanh', 'softmax']
989	0.8166666785875957	[64, 3, 'softmax', 'softplus', 'softmax', 'softplus']
988	0.8166666785875957	[64, 3, 'softmax', 'softplus', 'softmax', 'sigmoid']
987	0.8166666785875957	[64, 3, 'softmax', 'softplus', 'tanh', 'softmax']
980	0.8166666785875957	[64, 3, 'softmax', 'softplus', 'softplus', 'sigmoid']
276	0.8166666785875957	[32, 5, 'sigmoid', 'softplus', 'softplus', 'sigmoid']
975	0.8166666785875957	[64, 3, 'softmax', 'sigmoid', 'softmax', 'softmax']
869	0.8166666785875957	[64, 3, 'softplus', 'tanh', 'softplus', 'softplus']
2024	0.8166666785875957	[128, 5, 'softmax', 'tanh', 'tanh', 'sigmoid']
452	0.8166666785875957	[32, 5, 'softmax', 'sigmoid', 'softplus', 'sigmoid']
795	0.8166666785875957	[64, 3, 'sigmoid', 'softplus', 'tanh', 'softmax']
781	0.8166666785875957	[64, 3, 'sigmoid', 'sigmoid', 'softmax', 'softplus']
780	0.8166666785875957	[64, 3, 'sigmoid', 'sigmoid', 'softmax', 'sigmoid']
727	0.8166666785875957	[32, 7, 'softmax', 'softplus', 'softplus', 'softmax']
467	0.8166666785875957	[32, 5, 'softmax', 'softplus', 'sigmoid', 'softmax']
715	0.8166666785875957	[32, 7, 'softmax', 'sigmoid', 'tanh', 'softmax']
1828	0.8166666785875957	[128, 5, 'sigmoid', 'tanh', 'softplus', 'sigmoid']
483	0.8166666785875957	[32, 5, 'softmax', 'tanh', 'sigmoid', 'softmax']
1829	0.8166666785875957	[128, 5, 'sigmoid', 'tanh', 'softplus', 'softplus']
1861	0.8166666785875957	[128, 5, 'softplus', 'sigmoid', 'softplus', 'softplus']
